paper_id,title,year,relevance_seed,relevance_final,revised,relevance_justification,subdomains,formal_framework
P916,Second Thoughts are Best: Learning to Re-Align With Human Values from Text Edits,2022,4,4,no,"Relevant: interpretable value realignment via edit chains, a direct value alignment method with transfer and human-evaluation evidence. Abstract-only, low confidence.",value alignment; interpretability,none
P917,InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,2024,5,5,no,Information-theoretic reward modeling mitigating reward hacking via filtering of spurious features; strongly relevant to alignment robustness against reward misgeneralization.,value alignment; robustness,information theory
P918,Transforming and Combining Rewards for Aligning Large Language Models,2024,5,5,no,Relevant to reward-model design: shows reward-transformation and multi-reward combination choice materially affect alignment outcomes — relevant to how reward proxies are constructed and combined.,value alignment,other
P921,THE EFFECTS OF REWARD MISSPECIFICATION: MAPPING AND MITIGATING MISALIGNED MODELS,2022,4,4,no,"Directly relevant: systematic empirical mapping of when reward hacking arises (capability thresholds, phase transitions) with monitoring proposals - core evidence on proxy-reward exploitation as alignment failure. Abstract-only, low confidence.",value alignment; robustness; capabilities,none
P925,Mitigating Metric Bias in Minimum Bayes Risk Decoding,2024,4,4,no,Relevant: empirical demonstration of reward hacking (metric bias) in MBR decoding and ensemble mitigation; alignment-relevant overoptimization.,value alignment; ethics,none
P927,"Theories, Techniques, and Evaluation of AI Alignment",2024,5,5,no,Comprehensive survey organizing AI alignment under the RICE framework (forward/backward alignment); strongly relevant as review context.,value alignment; interpretability; robustness; ethics; capabilities,none
P929,ODIN: Disentangled Reward Mitigates Hacking in RLHF,2024,5,5,no,"Directly relevant: empirical study of a concrete reward-hacking failure (length bias) and a disentangled-reward mitigation; relevant to reward overoptimization, not compositional generalization.",value alignment; ethics,none
P937,Maia-2: A Unified Model for Human-AI Alignment in Chess,2024,3,1,yes,"'Human-AI alignment' refers to coherently modeling human chess play at different skill levels for AI teaching partners, not value alignment. Off-topic. Revised down from seed 3.",other,none
P938,Reward learning from human preferences and demonstrations in Atari,2018,4,4,no,"Foundational reward learning from human feedback: combines demos+preferences, empirically demonstrates reward hacking problems and label-noise effects — relevant to early RLHF evidence for proxy-reward failure modes.",value alignment,none
P940,The Use of Agent-based Simulation of Public Policy Design to Study the Value Alignment Problem,2022,4,4,no,Relevant: proposes agent-based simulation methodology for studying the value alignment problem in governance; position/proposal.,interpretability; governance,none
P941,Decoding-time Realignment of Language Models,2024,4,4,no,"Relevant: provides decoding-time control over the alignment/regularization tradeoff, addressing the reward-hacking-vs-capability-loss balance in RLHF; practical contribution. Abstract-only, low confidence.",value alignment; ethics; capabilities,other
P943,Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,2024,5,5,no,"Directly relevant to proxy-overoptimization: extends the reward-hacking/overoptimization phenomenon to DAA pipelines, showing over-optimization persists even without explicit proxy models — relevant to the universality of proxy-misspecification failure.",value alignment,other
P948,"Large Language Model Alignment: Concepts, Challenges, Roadmaps, Evaluations and Trends",2023,5,5,no,"Useful review of LLM alignment concepts, routes, and evaluation — relevant as a landscape reference for the scoping review; mentions orthogonality and instrumental convergence theses.",value alignment; capabilities,none
P950,Mechanistic Interpretability for AI Safety A Review,2024,5,5,no,Directly relevant: review connecting mechanistic interpretability to alignment and safety; foundational for interpretability-based alignment.,value alignment; interpretability; robustness; capabilities,other
P951,Easy-to-Hard Generalization: Scalable Alignment Beyond Human Supervision,2024,4,4,no,"Relevant: scalable-alignment approach using process-supervised reward models that generalize from easy to hard reasoning tasks, addressing the alignment-beyond-human-capability question; core to scalable oversight. Abstract-only, low confidence.",value alignment; capabilities,other
P952,MORAL: Aligning AI with Human Norms through Multi-Objective Reinforced Active Learning,2022,4,4,no,Multi-objective active learning method for aligning RL agents with human norms; relevant to value-alignment methods.,value alignment; ethics,other
P953,Defining and Characterizing Reward Hacking,2022,5,5,no,"Duplicate of P688 (same paper, published venue). Foundational formalization of reward hacking / proxy misspecification — the core mechanism behind sigma-trap-style alignment failure.",value alignment,other
P957,Architecting a human-like emotion-driven conscious moral mind for value alignment and AGI safety,2018,4,4,no,Position paper proposing a humanlike emotion-driven conscious moral mind architecture for value alignment and AGI safety; relevant to value-alignment and AGI safety approaches.,value alignment; robustness; ethics,dynamical systems
P958,Catastrophic Goodhart: regularizing RLHF with KL divergence does not mitigate heavy-tailed reward misspecification,2024,5,5,no,Directly relevant to proxy-misspecification limits: formally characterizes when KL regularization fails catastrophically (heavy-tailed reward error) — relevant to the failure modes of standard reward-overoptimization mitigation.,value alignment,information theory
P962,Cooperative inverse reinforcement learning,2016,4,4,no,Foundational formalization of value alignment as cooperative IRL; strongly relevant to value-alignment theory and methods.,value alignment,other
P963,Superintelligence as a cause or cure for risks of astronomical suffering,2017,4,4,no,Relevant to alignment stakes: argues for including s-risks in alignment/consequentialist reasoning about superintelligence — position-level relevance to the severity/motivation side of alignment.,capabilities,none
P965,"Robust computer algebra, theorem proving, and oracle AI",2017,4,4,no,Relevant: survey of oracle-AI architectures for value alignment and control; technical review.,value alignment; robustness,none
P966,Mammalian value systems,2017,5,5,no,"Relevant: philosophical/positional framing of why human value systems matter for AI development and the intelligence-explosion scenario; conceptual grounding for value alignment motivation. Abstract-only, low confidence.",value alignment; robustness; ethics; capabilities,none
P967,Inverse reward design,2017,4,4,no,Foundational formulation of inverse reward design for inferring true objectives from designed rewards; strongly relevant to reward misspecification and alignment robustness.,value alignment,other
P968,Using stories to teach human values to artificial agents,2016,4,4,no,Relevant to value learning from culture: stories as a source of tacit cultural values for reward signals — relevant to how aligned values are sourced/learned; early work on value learning.,value alignment,none
P970,The value alignment problem in advisory AI: A systematic literature review,2026,4,4,no,,value alignment,none
