study_id,id,title,authors,year,doi,arxiv_id,relevance_score,page_count,annotation,ft_status,pdf_status,has_pdf,needs_download,dup_within_lib,dup_pdf_file,download_url
P900,P01_2186,Learning from Active Human Involvement through Proxy Value Propagation,"Peng, Z.; Mo, W.; Duan, C.; Li, Q.; Zhou, B.",2023,,,3,,RQ: Learning from Active Human Involvement through Proxy Value Propagation | Abstract: Learning from active human involvement enables the human subject to actively intervene and demonstrate to the AI agent during training. The interaction and corrective feedback from human brings safety and AI alignment to the learning proces,no-doi,no-doi,no,yes,,no,
P901,P01_2189,Dialogical scaffolding for human and artificial agent reasoning,"Modgil, S.",2018,,,3,,RQ: Dialogical scaffolding for human and artificial agent reasoning | Abstract: This paper proposes use of computational models of argumentation based dialogue for enhancing the quality and scope ('scaffolding') of both human and artificial agent reasoning. In support of this proposal I draw on work in cognitive psycho,no-doi,no-doi,no,yes,,no,
P902,P01_2190,Application of magnetic method on the Argentine continental shelf between 35°S and 48°S,"Arecco, M.A.; Larocca, P.A.; Ruiz, F.; Canero, A.T.; Ramos, V.A.",2018,,,3,,RQ: Application of magnetic method on the Argentine continental shelf between 35°S and 48°S | Abstract: The total magnetic anomaly (TMA) from a global grid was analysed in order to characterize the magnetic features of the Argentine continental shelf (35°S to 48°S) and to expand the current knowledge of such area. TMA amplitudes within the st,no-doi,no-doi,no,yes,,no,
P903,P01_2191,Direct Behavior Specification via Constrained Reinforcement Learning,"Roy, J.; Girgis, R.; Romoff, J.; Bacon, P.-L.; Pal, C.",2022,,,4,,"RQ: Direct Behavior Specification via Constrained Reinforcement Learning | Abstract: The standard formulation of Reinforcement Learning lacks a practical way of specifying what are admissible and forbidden behaviors. Most often, practitioners go about the task of behavior specification by manually engineering the reward fun",no-doi,no-doi,no,yes,,no,
P904,P01_2192,Value-guided synthesis of parametric normative systems,"Montes, N.; Sierra, C.",2021,,,3,,RQ: Value-guided synthesis of parametric normative systems | Abstract: In recent years there has been an increasing interest in ensuring that autonomous systems behave consistently with human values. A popular approach to this challenge is through the incorporation of norms that regulate behaviour in an ethica,no-doi,no-doi,no,yes,,no,
P905,P01_2193,Explaining Learned Reward Functions with Counterfactual Trajectories,"Wehner, J.; Oliehoek, F.; Siebert, L.C.",2024,,,5,,RQ: Explaining Learned Reward Functions with Counterfactual Trajectories | Abstract: Learning rewards from human behavior or feedback is a promising approach to aligning AI systems with human values but fails to consistently extract correct reward functions. Interpretability tools could enable users to understand and evalua,no-doi,no-doi,no,yes,,no,
P906,P01_2196,CAUSAL CONFUSION AND REWARD MISIDENTIFICATION IN PREFERENCE-BASED REWARD LEARNING,"Tien, J.; He, J.Z.-Y.; Erickson, Z.; Dragan, A.D.; Brown, D.S.",2023,,,4,,"RQ: CAUSAL CONFUSION AND REWARD MISIDENTIFICATION IN PREFERENCE-BASED REWARD LEARNING | Abstract: Learning policies via preference-based reward learning is an increasingly popular method for customizing agent behavior, but has been shown anecdotally to be prone to spurious correlations and reward hacking behaviors.While much prior work ",no-doi,no-doi,no,yes,,no,
P907,P01_2197,The challenge of value alignment: From Fairer algorithms to AI safety,"Gabriel, I.; Ghazavi, V.",2021,,,3,,RQ: The challenge of value alignment: From Fairer algorithms to AI safety | Abstract: ,no-doi,no-doi,no,yes,P780,no,
P908,P01_2199,Categorizing wireheading in partially embedded agents,"Majha, A.; Sarkar, S.; Zagami, D.",2019,,,3,,"RQ: Categorizing wireheading in partially embedded agents | Abstract: Embedded agents are not explicitly separated from their environment, lacking clear I/O channels. Such agents can reason about and modify their internal parts, which they are incentivized to shortcut or wirehead in order to achieve the maxim",no-doi,no-doi,no,yes,,no,
P909,P01_2200,"An efficient, generalized bellman update for cooperative inverse reinforcement learning","Malik, D.; Palaniappan, M.; Fisac, J.F.; Hadfield-Menell, D.; Russell, S.; Dragan, A.D.",2018,,,4,,"RQ: An efficient, generalized bellman update for cooperative inverse reinforcement learning | Abstract: Our goal is for AI systems to correctly identify and act according to their human user's objec-tives. Cooperative Inverse Reinforcement Learning (CIRL) formalizes this value alignment problem as a two-player game between a human and robot, ",no-doi,no-doi,no,yes,,no,
P910,P01_2201,Position: Social Choice Should Guide AI Alignment in Dealing with Diverse Human Feedback,"Conitzer, V.; Freedman, R.; Heitzig, J.; Holliday, W.H.; Jacobs, B.M.; Lambert, N.; Mossé, M.; Pacuit, E.; Russell, S.; Schoelkopf, H.; Tewolde, E.; Zwicker, W.S.",2024,,,3,,"RQ: Position: Social Choice Should Guide AI Alignment in Dealing with Diverse Human Feedback | Abstract: Foundation models such as GPT-4 are fine-tuned to avoid unsafe or otherwise problematic behavior, such as helping to commit crimes or producing racist text. One approach to fine-tuning, called reinforcement learning from human feedback, lea",no-doi,no-doi,no,yes,,no,
P911,P01_2203,Learning human objectives by evaluating hypothetical behavior,"Reddy, S.; Dragan, A.D.; Levine, S.; Legg, S.; Leike, J.",2020,,,5,,"RQ: Learning human objectives by evaluating hypothetical behavior | Abstract: We seek to align agent behavior with a user's objectives in a reinforcement learning setting with unknown dynamics, an unknown reward function, and unknown unsafe states. The user knows the rewards and unsafe states, but querying the user i",no-doi,no-doi,no,yes,,no,
P912,P01_2204,Be Considerate: Avoiding Negative Side Effects in Reinforcement Learning,"Alamdari, P.A.; Klassen, T.Q.; Icarte, R.T.; McIlraith, S.A.",2022,,,3,,RQ: Be Considerate: Avoiding Negative Side Effects in Reinforcement Learning | Abstract: In sequential decision making - whether it's realized with or without the benefit of a model - objectives are often underspecified or incomplete. This gives discretion to the acting agent to realize the stated objective in ways that may res,no-doi,no-doi,no,yes,,no,
P913,P01_2207,"Integrative biological simulation, neuropsychology, and AI safety","Sarma, G.P.; Safron, A.; Hay, N.J.",2019,,,4,,"RQ: Integrative biological simulation, neuropsychology, and AI safety | Abstract: We describe a biologically-inspired research agenda with parallel tracks aimed at AI and AI safety. The bottom-up component consists of building a sequence of biophysically realistic simulations of simple organisms such as the nematode Caen",no-doi,no-doi,no,yes,,no,
P914,P01_2209,Ethical Reasoning and Moral Value Alignment of LLMs Depend on the Language we Prompt them in,"Agarwal, U.; Tanmay, K.; Khandelwal, A.; Choudhury, M.",2024,,,3,,"RQ: Ethical Reasoning and Moral Value Alignment of LLMs Depend on the Language we Prompt them in | Abstract: Ethical reasoning is a crucial skill for Large Language Models (LLMs). However, moral values are not universal, but rather influenced by language and culture.",no-doi,no-doi,no,yes,,no,
P915,P01_2210,SAFE RLHF: SAFE REINFORCEMENT LEARNING FROM HUMAN FEEDBACK,"Dai, J.; Pan, X.; Sun, R.; Ji, J.; Xu, X.; Liu, M.; Wang, Y.; Yang, Y.",2024,,,3,,"RQ: SAFE RLHF: SAFE REINFORCEMENT LEARNING FROM HUMAN FEEDBACK | Abstract: With the development of large language models (LLMs), striking a balance between the performance and safety of AI systems has never been more critical. However, the inherent tension between the objectives of helpfulness and harmlessness pre",no-doi,no-doi,no,yes,,no,
P916,P01_2212,Second Thoughts are Best: Learning to Re-Align With Human Values from Text Edits,"Liu, R.; Jia, C.; Zhang, G.; Zhuang, Z.; Liu, T.X.; Vosoughi, S.",2022,,,4,,"RQ: Second Thoughts are Best: Learning to Re-Align With Human Values from Text Edits | Abstract: We present SECOND THOUGHTS, a new learning paradigm that enables language models (LMs) to re-align with human values. By modeling the chain-of-edits between value-unaligned and value-aligned text, with LM fine-tuning and additional refineme",no-doi,no-doi,no,yes,,no,
P917,P01_2214,InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,"Miao, Y.; Zhang, S.; Ding, L.; Bao, R.; Zhang, L.; Tao, D.",2024,,,5,,"RQ: InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling | Abstract: Despite the success of reinforcement learning from human feedback (RLHF) in aligning language models with human values, reward hacking, also termed reward overoptimization, remains a critical challenge. This issue primarily arises from rewa",no-doi,no-doi,no,yes,P704,no,
P918,P01_2215,Transforming and Combining Rewards for Aligning Large Language Models,"Wang, Z.; Nagpal, C.; Berant, J.; Eisenstein, J.; D'Amour, A.; Koyejo, S.; Veitch, V.",2024,,,5,,"RQ: Transforming and Combining Rewards for Aligning Large Language Models | Abstract: A common approach for aligning language models to human preferences is to first learn a reward model from preference data, and then use this reward model to update the language model. We study two closely related problems that arise in this",no-doi,no-doi,no,yes,,no,
P919,P01_2216,Axioms for AI Alignment from Human Feedback,"Ge, L.; Halpern, D.; Micha, E.; Procaccia, A.D.; Shapira, I.; Vorobeychik, Y.; Wu, J.",2024,,,3,,"RQ: Axioms for AI Alignment from Human Feedback | Abstract: In the context of reinforcement learning from human feedback (RLHF), the reward function is generally derived from maximum likelihood estimation of a random utility model based on pairwise comparisons made by humans. The problem of learning",no-doi,no-doi,no,yes,P264,no,
P920,P01_2218,Impossibility and uncertainty theorems in AI value alignment or why your AGI should not have a utility function,"Eckersley, P.",2019,,,3,,"RQ: Impossibility and uncertainty theorems in AI value alignment or why your AGI should not have a utility function | Abstract: Utility functions or their equivalents (value functions, objective functions, loss functions, reward functions, preference orderings) are a central tool in most current machine learning systems. These mechanisms for defining goals and guidi",no-doi,no-doi,no,yes,,no,
P921,P01_2219,THE EFFECTS OF REWARD MISSPECIFICATION: MAPPING AND MITIGATING MISALIGNED MODELS,"Pan, A.; Bhatia, K.; Steinhardt, J.",2022,,,4,,"RQ: THE EFFECTS OF REWARD MISSPECIFICATION: MAPPING AND MITIGATING MISALIGNED MODELS | Abstract: Reward hacking-where RL agents exploit gaps in misspecified reward functions-has been widely observed, but not yet systematically studied. To understand how reward hacking arises, we construct four RL environments with misspecified rewards.",no-doi,no-doi,no,yes,,no,
P922,P01_2221,Building Multi-Agent Environments with Theoretical Guarantees on the Learning of Ethical Policies,"Rodriguez-Soto, M.; Rodriguez-Aguilar, J.A.; Lopez-Sanchez, M.",2022,,,3,,"RQ: Building Multi-Agent Environments with Theoretical Guarantees on the Learning of Ethical Policies | Abstract: This paper tackles the open problem of value alignment in multi-agent systems. In particular, we propose an approach to build an ethical environment that guarantees that all agents in the system learn to behave ethically while pursuing thei",no-doi,no-doi,no,yes,,no,
P923,P01_2223,ComVas: Contextual Moral Values Alignment System,"Padhi, I.; Dognin, P.; Rios, J.; Luss, R.; Achintalwar, S.; Riemer, M.; Liu, M.; Sattigeri, P.; Nagireddy, M.; Varshney, K.R.; Bouneffouf, D.",2024,,,3,,"RQ: ComVas: Contextual Moral Values Alignment System | Abstract: In contemporary society, the integration of artificial intelligence (AI) systems into various aspects of daily life raises significant ethical concerns. One critical aspect is to ensure that AI systems align with the moral values of the end",no-doi,no-doi,no,yes,,no,
P924,P01_2224,Position: The Reasonable Person Standard for AI,"Rane, S.",2024,,,3,,"RQ: Position: The Reasonable Person Standard for AI | Abstract: As AI systems are increasingly incorporated into domains where human behavior has set the norm, a challenge for AI governance and AI alignment research is to regulate their behavior in a way that is useful and constructive for society. One ",no-doi,no-doi,no,yes,,no,
P925,P01_2225,Mitigating Metric Bias in Minimum Bayes Risk Decoding,"Kovacs, G.; Deutsch, D.; Freitag, M.",2024,,,4,,"RQ: Mitigating Metric Bias in Minimum Bayes Risk Decoding | Abstract: While Minimum Bayes Risk (MBR) decoding using metrics such as COMET or MetricX has outperformed traditional decoding methods such as greedy or beam search, it introduces a challenge we refer to as metric bias. As MBR decoding aims to produc",no-doi,no-doi,no,yes,,no,
P926,P01_2227,On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability,"Zheng, C.; Huang, W.; Wang, R.; Wu, G.; Zhu, J.; Li, C.",2024,,,3,,"RQ: On Mesa-Optimization in Autoregressively Trained Transformers: Emergence and Capability | Abstract: Autoregressively trained transformers have brought a profound revolution to the world, especially with their in-context learning (ICL) ability to address downstream tasks. Recently, several studies suggest that transformers learn a mesa-opt",no-doi,no-doi,no,yes,P697,no,
P927,P01_2228,"Theories, Techniques, and Evaluation of AI Alignment","Ji, J.; Qiu, T.; Chen, B.; Yang, Y.",2024,,,5,,"RQ: Theories, Techniques, and Evaluation of AI Alignment | Abstract: AI alignment aims to ensure that the behavior of AI systems is consistent with human intentions and values. As the capabilities of AI systems continue to increase, the risks associated with alignment failures are also rising.",no-doi,no-doi,no,yes,,no,
